Name des Datensatzes:	BLOCK 2
Wiederholrate [ns]:	19.604
Zeit Shift [ns] (fest):	0.000
Offset (fest):	4.446

Komponente 1
tau [ns]:	5.907123
A:	0.010263
%:	100.000000
f:	1.000000

t_irf	irf	t	daten	fit	res
[ns]	counts (offset korrigiert)	[ns]			counts 
9.814453	1393.000000	1325.016260	1.821501
9.838867	1363.000000	1319.569622	1.176375
9.863281	1346.000000	1314.145448	0.868258
9.887695	1363.000000	1308.743645	1.469612
9.912109	1325.000000	1303.364122	0.594383
9.936523	1344.000000	1298.006787	1.254568
9.960937	1290.000000	1292.671548	-0.074382
9.985352	1318.000000	1287.358314	0.844024
10.009766	1305.000000	1282.066994	0.634828
10.034180	1295.000000	1276.797498	0.505820
10.058594	1283.000000	1271.549735	0.319670
10.083008	1232.000000	1266.323617	-0.977885
10.107422	1290.000000	1261.119054	0.804112
10.131836	1282.000000	1255.935957	0.727944
10.156250	1291.000000	1250.774237	1.119544
10.180664	1210.000000	1245.633806	-1.024400
10.205078	1245.000000	1240.514577	0.127121
10.229492	1207.000000	1235.416462	-0.817930
10.253906	1272.000000	1230.339374	1.168106
10.278320	1167.000000	1225.283227	-1.706114
10.302734	1228.000000	1220.247933	0.221217
10.327148	1227.000000	1215.233407	0.335914
10.351562	1194.000000	1210.239563	-0.469972
10.375977	1222.000000	1205.266316	0.478692
10.400391	1191.000000	1200.313581	-0.269874
10.424805	1148.000000	1195.381273	-1.398414
10.449219	1235.000000	1190.469309	1.267144
10.473633	1237.000000	1185.577604	1.462068
10.498047	1198.000000	1180.706074	0.499649
10.522461	1150.000000	1175.854637	-0.762412
10.546875	1223.000000	1171.023209	1.486265
10.571289	1207.000000	1166.211708	1.174037
10.595703	1151.000000	1161.420052	-0.307137
10.620117	1113.000000	1156.648159	-1.308333
10.644531	1115.000000	1151.895948	-1.104946
10.668945	1147.000000	1147.163337	-0.004823
10.693359	1146.000000	1142.450245	0.104859
10.717773	1099.000000	1137.756592	-1.169087
10.742187	1110.000000	1133.082298	-0.692815
10.766602	1048.000000	1128.427283	-2.484407
10.791016	1144.000000	1123.791468	0.597478
10.815430	1092.000000	1119.174772	-0.822346
10.839844	1066.000000	1114.577118	-1.487829
10.864258	1165.000000	1109.998427	1.611433
10.888672	1135.000000	1105.438621	0.877459
10.913086	1072.000000	1100.897621	-0.882602
10.937500	1096.000000	1096.375350	-0.011338
10.961914	1118.000000	1091.871731	0.781429
10.986328	1028.000000	1087.386688	-1.852220
11.010742	1078.000000	1082.920142	-0.149854
11.035156	1058.000000	1078.472019	-0.629387
11.059570	1060.000000	1074.042242	-0.431304
11.083984	1033.000000	1069.630735	-1.139713
11.108398	1108.000000	1065.237423	1.284677
11.132812	1060.000000	1060.862232	-0.026483
11.157227	1026.000000	1056.505085	-0.952354
11.181641	1010.000000	1052.165910	-1.326786
11.206055	988.000000	1047.844631	-1.903911
11.230469	1025.000000	1043.541175	-0.579129
11.254883	1110.000000	1039.255469	2.123398
11.279297	981.000000	1034.987439	-1.723686
11.303711	1003.000000	1030.737012	-0.875809
11.328125	936.000000	1026.504116	-2.958220
11.352539	1017.000000	1022.288678	-0.165839
11.376953	1015.000000	1018.090626	-0.097009
11.401367	956.000000	1013.909890	-1.872940
11.425781	1002.000000	1009.746396	-0.244718
11.450195	973.000000	1005.600075	-1.045110
11.474609	954.000000	1001.470855	-1.536926
11.499023	985.000000	997.358666	-0.393780
11.523437	953.000000	993.263437	-1.304261
11.547852	962.000000	989.185099	-0.876483
11.572266	973.000000	985.123582	-0.388664
11.596680	979.000000	981.078817	-0.066439
11.621094	1011.000000	977.050734	1.067714
11.645508	926.000000	973.039264	-1.545806
11.669922	968.000000	969.044340	-0.033566
11.694336	965.000000	965.065893	-0.002121
11.718750	980.000000	961.103855	0.603615
11.743164	942.000000	957.158157	-0.493879
11.767578	916.000000	953.228734	-1.230072
11.791992	927.000000	949.315518	-0.732938
11.816406	922.000000	945.418441	-0.771245
11.840820	912.000000	941.537438	-0.978082
11.865234	885.000000	937.672441	-1.770565
11.889648	890.000000	933.823386	-1.468963
11.914062	902.000000	929.990206	-0.931972
11.938477	910.000000	926.172836	-0.536124
11.962891	912.000000	922.371210	-0.343425
11.987305	876.000000	918.585264	-1.438823
12.011719	934.000000	914.814933	0.627755
12.036133	948.000000	911.060153	1.199750
12.060547	896.000000	907.320859	-0.378203
12.084961	902.000000	903.596988	-0.053174
12.109375	881.000000	899.888475	-0.636369
12.133789	878.000000	896.195258	-0.614060
12.158203	883.000000	892.517274	-0.320282
12.182617	904.000000	888.854459	0.503733
12.207031	942.000000	885.206752	1.850424
12.231445	887.000000	881.574089	0.182184
12.255859	889.000000	877.956409	0.370390
12.280273	830.000000	874.353650	-1.539538
12.304687	883.000000	870.765751	0.411715
12.329102	839.000000	867.192649	-0.973318
12.353516	887.000000	863.634285	0.784544
12.377930	818.000000	860.090597	-1.471663
12.402344	884.000000	856.561525	0.922856
12.426758	813.000000	853.047008	-1.404510
12.451172	859.000000	849.546987	0.322533
12.475586	868.000000	846.061401	0.744645
12.500000	809.000000	842.590192	-1.180968
12.524414	805.000000	839.133300	-1.203041
12.548828	871.000000	835.690665	1.196411
